Wavelength,Backscatter
400,0.0037600295786929545
401,0.0037196898888084834
402,0.0036798818464292633
403,0.0036405971483616205
404,0.0036018276412381465
405,0.0035635653184523815
406,0.0035258023171636094
407,0.003488530915369933
408,0.003451743529047959
409,0.0034154327093573723
410,0.00337959113990883
411,0.0033442116340935283
412,0.003309287132472962
413,0.0032748107002273192
414,0.003240775524661127
415,0.0032071749127646565
416,0.0031740022888297587
417,0.0031412511921187817
418,0.0031089152745852385
419,0.0030769882986449878
420,0.0030454641349966804
421,0.0030143367604902457
422,0.002983600256042297
423,0.0029532488045972576
424,0.002923276689133152
425,0.002893678290710942
426,0.002864448086566385
427,0.002835580648243369
428,0.0028070706397677384
429,0.0027789128158606513
430,0.002751102020190495
431,0.0027236331836624733
432,0.0026965013227449397
433,0.0026697015378316217
434,0.002643229011638878
435,0.002617079007637181
436,0.0025912468685159677
437,0.002565728014681136
438,0.0025405179427843835
439,0.0025156122242836394
440,0.0024910065040338837
441,0.0024666964989076396
442,0.0024426779964444338
443,0.002418946853528568
444,0.00239549899509455
445,0.002372330412859517
446,0.0023494371640820763
447,0.002326815370346896
448,0.0023044612163745184
449,0.002282370948855763
450,0.0022605408753101955
451,0.002238967362968089
452,0.0022176468376753707
453,0.0021965757828209913
454,0.002175750738286259
455,0.002155168299415594
456,0.002134825116008264
457,0.0021147178913305835
458,0.002094843381148166
459,0.0020751983927777377
460,0.002055779784158098
461,0.0020365844629398003
462,0.0020176093855931217
463,0.001998851556533929
464,0.0019803080272670385
465,0.0019619758955466953
466,0.0019438523045537568
467,0.0019259344420892678
468,0.0019082195397840237
469,0.0018907048723237824
470,0.0018733877566897974
471,0.0018562655514143154
472,0.0018393356558507312
473,0.0018225955094580656
474,0.0018060425910994672
475,0.0017896744183544325
476,0.001773488546844438
477,0.0017574825695717126
478,0.0017416541162708487
479,0.0017260008527729893
480,0.0017105204803823202
481,0.0016952107352645983
482,0.0016800693878474624
483,0.0016650942422322809
484,0.0016502831356172759
485,0.0016356339377317077
486,0.0016211445502808668
487,0.0016068129064016434
488,0.0015926369701284777
489,0.001578614735869434
490,0.0015647442278922208
491,0.0015510234998199295
492,0.0015374506341362887
493,0.0015240237417002477
494,0.001510740961269683
495,0.001497600459034042
496,0.00148460042815574
497,0.00147173908832013
498,0.0014590146852938655
499,0.0014464254904914817
500,0.001433969800550035
501,0.0014216459369116197
502,0.0014094522454136257
503,0.0013973870958865432
504,0.0013854488817591942
505,0.001373636019671226
506,0.0013619469490927041
507,0.0013503801319507003
508,0.001338934052262681
509,0.0013276072157766057
510,0.001316398149617579
511,0.0013053054019409158
512,0.00129432754159151
513,0.0012834631577693743
514,0.0012727108597012132
515,0.001262069276317935
516,0.0012515370559379566
517,0.0012411128659562095
518,0.001230795392538714
519,0.001220583340322629
520,0.001210475432121656
521,0.0012004704086366984
522,0.0011905670281716675
523,0.0011807640663543382
524,0.0011710603158621568
525,0.001161454586152896
526,0.0011519457032000708
527,0.0011425325092330196
528,0.001133213862481552
529,0.0011239886369250906
530,0.001114855722046207
531,0.0011058140225884635
532,0.0010968624583184959
533,0.0010879999637922332
534,0.0010792254881251892
535,0.0010705379947667435
536,0.0010619364612783383
537,0.001053419879115501
538,0.001044987253413648
539,0.0010366376027775646
540,0.0010283699590745224
541,0.0010201833672309347
542,0.0010120768850325121
543,0.0010040495829278261
544,0.0009961005438352336
545,0.0009882288629530945
546,0.0009804336475732148
547,0.0009727140168974604
548,0.0009650691018574792
549,0.000957498044937481
550,0.00095
551,0.0009425741321146039
552,0.0009352196173894856
553,0.0009279356428058814
554,0.0009207214060552689
555,0.0009135761153792904
556,0.0009064989894123503
557,0.0008994892570268404
558,0.0008925461571809402
559,0.0008856689387689497
560,0.0008788568604741038
561,0.0008721091906238264
562,0.0008654252070473754
563,0.0008588041969358399
564,0.0008522454567044427
565,0.0008457482918571073
566,0.0008393120168532506
567,0.0008329359549767546
568,0.000826619438207087
569,0.0008203618070925215
570,0.0008141624106254295
571,0.0008080206061195982
572,0.0008019357590895436
573,0.00079590724313178
574,0.0007899344398080115
575,0.0007840167385302131
576,0.0007781535364475637
577,0.0007723442383352005
578,0.0007665882564847653
579,0.0007608850105967007
580,0.0007552339276742801
581,0.000749634441919327
582,0.0007440859946296011
583,0.0007385880340978226
584,0.0007331400155122979
585,0.0007277414008591298
586,0.0007223916588259753
587,0.0007170902647073275
588,0.0007118367003112962
589,0.0007066304538678559
590,0.0007014710199385437
591,0.0006963578993275744
592,0.0006912905989943507
593,0.0006862686319673457
594,0.0006812915172593329
595,0.0006763587797839405
596,0.0006714699502735046
597,0.000666624565198206
598,0.0006618221666864576
599,0.0006570623024465325
600,0.000652344525689404
601,0.0006476683950527776
602,0.0006430334745262981
603,0.0006384393333779077
604,0.0006338855460813393
605,0.0006293716922447208
606,0.0006248973565402781
607,0.0006204621286351115
608,0.0006160656031230301
609,0.0006117073794574314
610,0.0006073870618851958
611,0.0006031042593815944
612,0.0005988585855861792
613,0.0005946496587396507
614,0.0005904771016216762
615,0.0005863405414896526
616,0.000582239610018389
617,0.0005781739432407001
618,0.0005741431814888949
619,0.0005701469693371397
620,0.0005661849555446879
621,0.0005622567929999606
622,0.0005583621386654595
623,0.0005545006535235046
624,0.0005506720025227794
625,0.0005468758545256702
626,0.0005431118822563883
627,0.0005393797622498607
628,0.0005356791748013789
629,0.0005320098039169884
630,0.0005283713372646144
631,0.0005247634661259035
632,0.0005211858853487774
633,0.0005176382933006804
634,0.0005141203918225132
635,0.0005106318861832425
636,0.0005071724850351721
637,0.0005037419003698681
638,0.0005003398474747249
639,0.0004969660448901646
640,0.0004936202143674567
641,0.0004903020808271506
642,0.000487011372318109
643,0.0004837478199771348
644,0.0004805111579891793
645,0.0004773011235481248
646,0.00047411745681813174
647,0.0004709599008955405
648,0.0004678282017713199
649,0.00046472210829405427
650,0.00046164137213345913
651,0.00045858574774441794
652,0.0004555549923315318
653,0.00045254886581417425
654,0.0004495671307920421
655,0.00044660955251119483
656,0.0004436758988305773
657,0.0004407659401890132
658,0.00043787944957266757
659,0.00043501620248296603
660,0.0004321759769049685
661,0.0004293585532761845
662,0.00042656371445582905
663,0.0004237912456945093
664,0.0004210409346043332
665,0.0004183125711294398
666,0.00041560594751693805
667,0.0004129208582882507
668,0.0004102571002108599
669,0.00040761447227044193
670,0.0004049927756433907
671,0.0004023918136697208
672,0.0003998113918263468
673,0.0003972513177007304
674,0.00039471140096489134
675,0.00039219145334977684
676,0.0003896912886199833
677,0.00038721072254882375
678,0.00038474957289374084
679,0.00038230765937205167
680,0.0003798848036370282
681,0.0003774808292543019
682,0.0003750955616785918
683,0.00037272882823074713
684,0.00037038045807510423
685,0.0003680502821971495
686,0.00036573813338148517
687,0.00036344384619009447
688,0.00036116725694089816
689,0.00035890820368660313
690,0.00035666652619383373
691,0.0003544420659225456
692,0.0003522346660057153
693,0.00035004417122930145
694,0.0003478704280124774
695,0.0003457132843881241
696,0.00034357258998358764
697,0.00034144819600169046
698,0.0003393399552019974
699,0.0003372477218823297
700,0.0003351713518605256
701,0.00033311070245644193
702,0.0003310656324741945
703,0.00032903600218463355
704,0.00032702167330805063
705,0.00032502250899711324
706,0.00032303837382002403
707,0.00032106913374390256
708,0.00031911465611838397
709,0.0003171748096594338
710,0.00031524946443337373
711,0.0003133384918411178
712,0.00031144176460261286
713,0.0003095591567414821
714,0.00030769054356987043
715,0.0003058358016734844
716,0.00030399480889682813
717,0.00030216744432863
718,0.0003003535882874583
719,0.0002985531223075227
720,0.00029676592912465937
721,0.0002949918926624968
722,0.0002932308980187991
723,0.00029148283145198606
724,0.0002897475803678261
725,0.0002880250333062986
726,0.00028631507992862675
727,0.0002846176110044737
728,0.0002829325183993044
729,0.0002812596950619077
730,0.0002795990350120777
731,0.0002779504333284505
732,0.0002763137861364979
733,0.00027468899059667157
734,0.00027307594489269784
735,0.0002714745482200206
736,0.00026988470077439025
737,0.00026830630374059724
738,0.00026673925928134606
739,0.0002651834705262714
740,0.00026363884156108965
741,0.0002621052774168892
742,0.00026058268405955296
743,0.00025907096837931426
744,0.0002575700381804439
745,0.0002560798021710636
746,0.00025460016995308915
747,0.0002531310520122972
748,0.0002516723597085158
749,0.00025022400526593673
750,0.00024878590176354834
751,0.0002473579631256867
752,0.00024594010411270266
753,0.00024453224031174576
754,0.00024313428812766072
755,0.00024174616477399643
756,0.00024036778826412562
757,0.00023899907740247255
758,0.00023763995177585086
759,0.00023629033174490442
760,0.00023495013843565532
761,0.0002336192937311538
762,0.00023229772026323094
763,0.00023098534140435114
764,0.00022968208125956403
765,0.00022838786465855475
766,0.00022710261714778993
767,0.0002258262649827592
768,0.00022455873512031117
769,0.00022329995521108082
770,0.00022204985359201038
771,0.0002208083592789577
772,0.00021957540195939642
773,0.0002183509119852023
774,0.00021713482036552617
775,0.00021592705875975393
776,0.0002147275594705486
777,0.0002135362554369778
778,0.00021235308022772264
779,0.00021117796803436656
780,0.00021001085366476616
781,0.0002088516725364993
782,0.0002077003606703927
783,0.0002065568546841243
784,0.0002054210917859039
785,0.00020429300976822646
786,0.00020317254700170153
787,0.0002020596424289534
788,0.00020095423555859462
789,0.00019985626645927044
790,0.0001987656757537731
791,0.00019768240461322484
792,0.00019660639475133033
793,0.00019553758841869592
794,0.00019447592839721484
795,0.00019342135799451914
796,0.00019237382103849622
797,0.00019133326187186823
798,0.00019029962534683665
799,0.00018927285681978725
800,0.00018825290214605765
