Wavelength,Backscatter
400,0.0019978537235600057
401,0.001993369202975158
402,0.001988905880525374
403,0.0019844636036492826
404,0.001980042221258444
405,0.0019756415837195213
406,0.001971261542836721
407,0.001966901951834483
408,0.0019625626653404196
409,0.0019582435393685053
410,0.0019539444313025046
411,0.0019496651998796403
412,0.0019454057051744948
413,0.0019411658085831383
414,0.00193694537280749
415,0.0019327442618398952
416,0.0019285623409479246
417,0.001924399476659388
418,0.0019202555367475592
419,0.0019161303902166086
420,0.0019120239072872426
421,0.0019079359593825397
422,0.0019038664191139926
423,0.0018998151602677344
424,0.001895782057790966
425,0.0018917669877785664
426,0.0018877698274598913
427,0.0018837904551857524
428,0.0018798287504155759
429,0.00187588459370474
430,0.001871957866692084
431,0.0018680484520875891
432,0.001864156233660228
433,0.0018602810962259776
434,0.0018564229256359996
435,0.0018525816087649769
436,0.0018487570334996086
437,0.001844949088727262
438,0.0018411576643247779
439,0.0018373826511474223
440,0.0018336239410179911
441,0.0018298814267160585
442,0.001826155001967368
443,0.0018224445614333665
444,0.0018187500007008763
445,0.001815071216271904
446,0.001811408105553586
447,0.0018077605668482641
448,0.001804128499343694
449,0.0018005118031033797
450,0.0017969103790570395
451,0.0017933241289911912
452,0.0017897529555398646
453,0.0017861967621754318
454,0.0017826554531995577
455,0.0017791289337342707
456,0.0017756171097131433
457,0.0017721198878725916
458,0.0017686371757432838
459,0.0017651688816416624
460,0.00176171491466157
461,0.0017582751846659881
462,0.001754849602278878
463,0.0017514380788771241
464,0.0017480405265825854
465,0.0017446568582542433
466,0.001741286987480447
467,0.0017379308285712643
468,0.0017345882965509216
469,0.0017312593071503422
470,0.0017279437767997782
471,0.001724641622621533
472,0.0017213527624227794
473,0.0017180771146884598
474,0.0017148145985742818
475,0.001711565133899797
476,0.0017083286411415668
477,0.0017051050414264135
478,0.0017018942565247507
479,0.001698696208844003
480,0.0016955108214220993
481,0.0016923380179210505
482,0.001689177722620604
483,0.0016860298604119777
484,0.0016828943567916653
485,0.0016797711378553244
486,0.0016766601302917327
487,0.0016735612613768202
488,0.0016704744589677736
489,0.0016673996514972103
490,0.0016643367679674227
491,0.0016612857379446956
492,0.0016582464915536855
493,0.0016552189594718715
494,0.0016522030729240718
495,0.001649198763677024
496,0.0016462059640340318
497,0.0016432246068296735
498,0.001640254625424575
499,0.0016372959537002433
500,0.001634348526053961
501,0.0016314122773937415
502,0.0016284871431333438
503,0.0016255730591873449
504,0.0016226699619662692
505,0.0016197777883717784
506,0.0016168964757919118
507,0.0016140259620963879
508,0.0016111661856319565
509,0.0016083170852178052
510,0.0016054786001410226
511,0.0016026506701521076
512,0.0015998332354605364
513,0.001597026236730378
514,0.0015942296150759584
515,0.0015914433120575787
516,0.0015886672696772772
517,0.0015859014303746437
518,0.0015831457370226794
519,0.0015804001329237055
520,0.001577664561805317
521,0.0015749389678163814
522,0.001572223295523086
523,0.001569517489905025
524,0.0015668214963513363
525,0.001564135260656876
526,0.0015614587290184404
527,0.0015587918480310277
528,0.0015561345646841417
529,0.0015534868263581384
530,0.0015508485808206117
531,0.001548219776222819
532,0.001545600361096148
533,0.0015429902843486212
534,0.0015403894952614398
535,0.001537797943485565
536,0.0015352155790383391
537,0.0015326423523001394
538,0.0015300782140110739
539,0.0015275231152677086
